PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,TICKER
27959,20180328,252,0.42%,-0.0002,0.1676,-0.3906,-0.1973,0.72%,0.76%,9.63%,0.65%,DUK
27959,20180329,252,0.06%,-0.0002,0.1647,-0.3851,-0.1969,0.72%,0.76%,9.50%,-0.33%,DUK
27959,20180402,252,-0.48%,-0.0002,0.1664,-0.3841,-0.1941,0.72%,0.76%,9.53%,-0.09%,DUK
27959,20180403,252,0.21%,-0.0002,0.1669,-0.3862,-0.1929,0.72%,0.76%,9.58%,0.01%,DUK
27959,20180404,252,0.58%,-0.0002,0.1704,-0.385,-0.1956,0.72%,0.76%,9.60%,0.44%,DUK
27959,20180405,252,1.15%,-0.0002,0.1761,-0.3849,-0.1865,0.73%,0.76%,9.53%,1.11%,DUK
27959,20180406,252,-0.56%,-0.0002,0.1774,-0.3798,-0.185,0.73%,0.76%,9.58%,-0.03%,DUK
27959,20180409,252,0.40%,-0.0002,0.1778,-0.38,-0.1865,0.73%,0.76%,9.58%,0.18%,DUK
27959,20180410,252,-1.21%,-0.0002,0.1614,-0.3894,-0.1849,0.73%,0.77%,9.20%,-1.41%,DUK
27959,20180411,252,-0.57%,-0.0002,0.162,-0.3931,-0.1842,0.73%,0.77%,9.39%,-0.19%,DUK
27959,20180412,252,-1.22%,-0.0003,0.1547,-0.3879,-0.1903,0.74%,0.77%,8.96%,-1.42%,DUK
27959,20180413,252,0.70%,-0.0003,0.154,-0.3809,-0.1904,0.74%,0.77%,8.69%,0.71%,DUK
27959,20180416,252,1.68%,-0.0002,0.1603,-0.3803,-0.1951,0.74%,0.78%,8.77%,1.57%,DUK
27959,20180417,252,0.69%,-0.0002,0.1603,-0.3805,-0.2046,0.74%,0.78%,8.99%,0.34%,DUK
27959,20180418,252,-0.28%,-0.0002,0.1604,-0.3819,-0.2045,0.74%,0.78%,9.01%,-0.21%,DUK
27959,20180419,252,0.31%,-0.0002,0.1584,-0.3811,-0.1993,0.74%,0.78%,8.85%,0.42%,DUK
27959,20180420,252,-1.07%,-0.0002,0.1642,-0.3791,-0.206,0.75%,0.78%,9.08%,-0.81%,DUK
27959,20180423,252,0.40%,-0.0002,0.1647,-0.3805,-0.2035,0.75%,0.78%,9.08%,0.42%,DUK
27959,20180424,252,0.29%,-0.0002,0.1534,-0.3731,-0.1925,0.75%,0.78%,8.60%,0.90%,DUK
27959,20180425,252,0.86%,-0.0001,0.153,-0.3795,-0.1913,0.75%,0.78%,8.70%,0.72%,DUK
27959,20180426,252,1.20%,-0.0001,0.157,-0.3879,-0.2028,0.75%,0.79%,9.21%,0.74%,DUK
27959,20180427,252,0.83%,-0.0001,0.1569,-0.3917,-0.1999,0.75%,0.79%,9.19%,0.72%,DUK
27959,20180430,252,-0.42%,-0.0001,0.1562,-0.4032,-0.2074,0.75%,0.79%,9.53%,-0.30%,DUK
27959,20180501,252,-0.41%,-0.0001,0.1563,-0.403,-0.2038,0.75%,0.79%,9.47%,-0.48%,DUK
27959,20180502,252,0.19%,-0.0001,0.1531,-0.3825,-0.2083,0.75%,0.79%,9.09%,0.73%,DUK
27959,20180503,252,-0.28%,-0.0001,0.1532,-0.3841,-0.2049,0.75%,0.79%,9.09%,-0.47%,DUK
27959,20180504,252,0.15%,-0.0001,0.1528,-0.3834,-0.2017,0.75%,0.79%,9.06%,-0.09%,DUK
27959,20180507,252,-0.48%,-0.0001,0.1506,-0.3877,-0.1996,0.75%,0.79%,9.06%,-0.46%,DUK
27959,20180508,252,-2.04%,-0.0002,0.1498,-0.405,-0.2077,0.76%,0.80%,9.41%,-1.81%,DUK
27959,20180509,252,-0.31%,-0.0002,0.1461,-0.3934,-0.2237,0.76%,0.80%,9.35%,-0.47%,DUK
27959,20180510,252,0.67%,-0.0002,0.1474,-0.3985,-0.2242,0.76%,0.80%,9.57%,0.35%,DUK
27959,20180511,252,-0.32%,-0.0002,0.1484,-0.3957,-0.2207,0.76%,0.80%,9.47%,-0.39%,DUK
27959,20180514,252,-0.10%,-0.0002,0.1492,-0.392,-0.2172,0.76%,0.79%,9.34%,-0.23%,DUK
27959,20180515,252,-1.16%,-0.0003,0.1509,-0.4021,-0.2229,0.76%,0.80%,9.81%,-0.72%,DUK
27959,20180516,252,-1.17%,-0.0003,0.1477,-0.4146,-0.2195,0.76%,0.80%,9.93%,-1.02%,DUK
27959,20180517,252,-1.30%,-0.0003,0.1541,-0.4209,-0.2182,0.76%,0.80%,10.31%,-0.88%,DUK
27959,20180518,252,-0.47%,-0.0004,0.1539,-0.4245,-0.2117,0.76%,0.80%,10.31%,-0.33%,DUK
27959,20180521,252,-0.16%,-0.0004,0.1528,-0.4235,-0.2137,0.76%,0.80%,10.26%,-0.28%,DUK
27959,20180522,252,0.53%,-0.0004,0.1486,-0.4352,-0.2051,0.76%,0.80%,10.35%,0.40%,DUK
27959,20180523,252,1.08%,-0.0004,0.149,-0.4335,-0.2201,0.76%,0.80%,10.51%,0.91%,DUK
27959,20180524,252,1.16%,-0.0003,0.1467,-0.424,-0.2257,0.77%,0.81%,10.18%,1.26%,DUK
27959,20180525,252,0.09%,-0.0003,0.1461,-0.4223,-0.2241,0.77%,0.81%,10.03%,0.12%,DUK
27959,20180529,252,1.04%,-0.0003,0.135,-0.3852,-0.2515,0.77%,0.81%,9.25%,1.53%,DUK
27959,20180530,252,0.50%,-0.0003,0.1393,-0.3827,-0.247,0.77%,0.81%,9.20%,0.43%,DUK
27959,20180531,252,0.23%,-0.0003,0.138,-0.3827,-0.247,0.77%,0.81%,9.15%,0.25%,DUK
27959,20180601,252,-1.40%,-0.0004,0.12,-0.3983,-0.2474,0.78%,0.81%,8.97%,-1.67%,DUK
27959,20180604,252,-0.93%,-0.0004,0.1176,-0.3997,-0.242,0.78%,0.81%,8.81%,-1.05%,DUK
27959,20180605,252,-0.82%,-0.0004,0.1157,-0.415,-0.2383,0.78%,0.82%,9.08%,-0.62%,DUK
27959,20180606,252,-2.15%,-0.0005,0.1042,-0.4002,-0.2479,0.79%,0.83%,8.36%,-2.36%,DUK
27959,20180607,252,0.46%,-0.0005,0.1035,-0.4029,-0.2378,0.79%,0.83%,8.24%,0.58%,DUK
27959,20180608,252,-0.49%,-0.0005,0.103,-0.4008,-0.2321,0.79%,0.83%,7.86%,-0.59%,DUK
27959,20180611,252,-1.37%,-0.0006,0.1017,-0.4068,-0.2779,0.79%,0.83%,8.38%,-1.36%,DUK
27959,20180612,252,0.50%,-0.0006,0.102,-0.4055,-0.2826,0.79%,0.83%,8.42%,0.39%,DUK
27959,20180613,252,-0.32%,-0.0006,0.1014,-0.4063,-0.2812,0.79%,0.83%,8.41%,-0.30%,DUK
27959,20180614,252,1.67%,-0.0005,0.1031,-0.397,-0.3075,0.80%,0.84%,8.51%,1.49%,DUK
27959,20180615,252,1.14%,-0.0005,0.1037,-0.3932,-0.3106,0.80%,0.84%,8.45%,1.09%,DUK
27959,20180618,252,0.15%,-0.0005,0.1037,-0.3854,-0.3088,0.80%,0.84%,8.29%,0.46%,DUK
27959,20180619,252,1.69%,-0.0004,0.1015,-0.3658,-0.3202,0.81%,0.84%,7.86%,1.90%,DUK
27959,20180620,252,0.69%,-0.0004,0.1016,-0.357,-0.3287,0.81%,0.85%,7.79%,0.76%,DUK
27959,20180621,252,0.95%,-0.0003,0.0939,-0.3735,-0.3559,0.81%,0.85%,8.23%,0.90%,DUK
27959,20180622,252,0.68%,-0.0003,0.0945,-0.3708,-0.3494,0.81%,0.85%,8.06%,0.83%,DUK
27959,20180625,252,2.13%,-0.0001,0.072,-0.3946,-0.3294,0.83%,0.86%,7.57%,2.26%,DUK
27959,20180626,252,-0.37%,-0.0002,0.071,-0.3963,-0.3444,0.82%,0.86%,7.86%,-0.22%,DUK
27959,20180627,252,0.93%,-0.0001,0.0616,-0.4163,-0.319,0.82%,0.86%,7.72%,0.73%,DUK
27959,20180628,252,-0.36%,-0.0001,0.0637,-0.4058,-0.3089,0.82%,0.86%,7.37%,-0.64%,DUK
27959,20180629,252,-0.19%,-0.0001,0.0607,-0.4051,-0.2871,0.82%,0.85%,6.97%,-0.36%,DUK
27959,20180702,252,0.86%,0,0.0629,-0.3997,-0.2947,0.82%,0.85%,6.96%,0.93%,DUK
27959,20180703,252,0.06%,0,0.0615,-0.395,-0.2981,0.82%,0.85%,6.82%,0.41%,DUK
27959,20180705,252,1.00%,0,0.0662,-0.3945,-0.313,0.83%,0.86%,6.93%,0.98%,DUK
27959,20180706,252,1.25%,0.0001,0.0703,-0.396,-0.3191,0.83%,0.86%,7.07%,1.11%,DUK
27959,20180709,252,-3.65%,-0.0001,0.0477,-0.3766,-0.3883,0.86%,0.89%,6.89%,-3.62%,DUK
27959,20180710,252,1.12%,0,0.0472,-0.393,-0.3927,0.86%,0.89%,7.27%,0.75%,DUK
27959,20180711,252,1.08%,0,0.0422,-0.395,-0.4031,0.86%,0.90%,7.38%,0.93%,DUK
27959,20180712,252,0.15%,0,0.0375,-0.3927,-0.3839,0.86%,0.89%,7.16%,-0.46%,DUK
27959,20180713,252,0.15%,0,0.0381,-0.3935,-0.3782,0.86%,0.89%,7.11%,-0.01%,DUK
27959,20180716,252,0.20%,0,0.0373,-0.3959,-0.3698,0.86%,0.89%,7.00%,0.25%,DUK
27959,20180717,252,-0.16%,0,0.0365,-0.3984,-0.3654,0.86%,0.89%,6.98%,-0.37%,DUK
27959,20180718,252,-0.26%,0,0.0362,-0.3982,-0.3677,0.86%,0.89%,6.99%,-0.14%,DUK
27959,20180719,252,0.94%,0,0.0325,-0.3814,-0.3743,0.86%,0.89%,6.72%,1.22%,DUK
27959,20180720,252,-0.68%,-0.0001,0.0336,-0.3792,-0.3761,0.86%,0.89%,6.72%,-0.71%,DUK
27959,20180723,252,-0.84%,-0.0001,0.0332,-0.375,-0.384,0.86%,0.89%,6.71%,-0.77%,DUK
27959,20180724,252,-0.10%,-0.0001,0.0327,-0.3633,-0.3895,0.86%,0.89%,6.66%,-0.47%,DUK
27959,20180725,252,0.36%,-0.0001,0.0334,-0.3576,-0.3758,0.86%,0.89%,6.42%,-0.24%,DUK
27959,20180726,252,1.20%,0,0.0339,-0.3331,-0.3458,0.87%,0.89%,5.54%,1.65%,DUK
27959,20180727,252,-0.06%,-0.0001,0.0355,-0.3241,-0.3526,0.87%,0.89%,5.52%,-0.11%,DUK
27959,20180730,252,-0.39%,-0.0001,0.035,-0.3242,-0.3485,0.87%,0.89%,5.58%,0.11%,DUK
27959,20180731,252,1.05%,0,0.0374,-0.312,-0.3678,0.87%,0.90%,5.71%,0.91%,DUK
27959,20180801,252,-0.70%,-0.0001,0.0384,-0.312,-0.3654,0.87%,0.90%,5.67%,-0.74%,DUK
27959,20180802,252,-0.74%,-0.0001,0.0361,-0.3081,-0.3547,0.87%,0.90%,5.37%,-0.92%,DUK
27959,20180803,252,1.37%,-0.0001,0.0393,-0.324,-0.3399,0.87%,0.90%,5.38%,1.21%,DUK
27959,20180806,252,-0.53%,-0.0001,0.0376,-0.3272,-0.3386,0.88%,0.90%,5.37%,-0.59%,DUK
27959,20180807,252,-0.30%,-0.0001,0.037,-0.3288,-0.3432,0.87%,0.90%,5.43%,-0.37%,DUK
27959,20180808,252,-0.56%,-0.0002,0.038,-0.3272,-0.3479,0.87%,0.90%,5.48%,-0.51%,DUK
27959,20180809,252,0.47%,-0.0001,0.0357,-0.3358,-0.3545,0.87%,0.90%,5.65%,0.45%,DUK
27959,20180810,252,0.10%,-0.0001,0.0377,-0.3329,-0.3556,0.87%,0.90%,5.65%,0.19%,DUK
27959,20180813,252,0.06%,-0.0001,0.0379,-0.3315,-0.372,0.87%,0.90%,5.89%,-0.08%,DUK
27959,20180814,252,0.35%,-0.0001,0.0365,-0.3316,-0.3706,0.87%,0.90%,5.87%,0.50%,DUK
27959,20180815,252,0.79%,-0.0001,0.0335,-0.329,-0.3716,0.87%,0.90%,5.79%,0.59%,DUK
27959,20180816,252,1.05%,0,0.0396,-0.3291,-0.3616,0.87%,0.90%,5.65%,1.10%,DUK
27959,20180817,252,0.60%,0,0.0342,-0.3315,-0.3641,0.87%,0.90%,5.66%,0.61%,DUK
27959,20180820,252,-0.57%,0,0.0342,-0.3345,-0.3693,0.87%,0.90%,5.79%,-0.50%,DUK
27959,20180821,252,-0.65%,-0.0001,0.0333,-0.3395,-0.3708,0.87%,0.90%,5.91%,-0.33%,DUK
27959,20180822,252,-0.55%,-0.0001,0.0344,-0.3422,-0.3682,0.87%,0.90%,5.91%,-0.57%,DUK
27959,20180823,252,0.06%,-0.0001,0.0357,-0.3432,-0.3727,0.87%,0.90%,6.00%,-0.08%,DUK
27959,20180824,252,0.66%,-0.0001,0.0369,-0.3458,-0.3781,0.87%,0.90%,6.13%,0.40%,DUK
27959,20180827,252,-1.01%,-0.0002,0.0313,-0.3326,-0.3822,0.88%,0.90%,5.91%,-1.34%,DUK
27959,20180828,252,-0.30%,-0.0002,0.0318,-0.3313,-0.3792,0.88%,0.90%,5.84%,-0.44%,DUK
27959,20180829,252,0.47%,-0.0002,0.0323,-0.3319,-0.3817,0.88%,0.90%,5.92%,0.21%,DUK
27959,20180830,252,0.73%,-0.0001,0.0309,-0.3304,-0.3883,0.88%,0.91%,5.97%,0.69%,DUK
27959,20180831,252,-0.10%,-0.0002,0.0309,-0.331,-0.3877,0.88%,0.91%,5.97%,-0.11%,DUK
27959,20180904,252,0.22%,-0.0001,0.0306,-0.3323,-0.3884,0.88%,0.91%,5.96%,0.09%,DUK
27959,20180905,252,2.17%,0,0.0253,-0.3365,-0.3552,0.89%,0.92%,5.31%,2.39%,DUK
27959,20180906,252,0.34%,0,0.0254,-0.3377,-0.3546,0.89%,0.92%,5.34%,0.14%,DUK
27959,20180907,252,-1.20%,-0.0001,0.0281,-0.3377,-0.3461,0.89%,0.92%,5.19%,-1.26%,DUK
27959,20180910,252,-0.19%,-0.0001,0.0285,-0.3386,-0.3493,0.89%,0.92%,5.25%,-0.30%,DUK
27959,20180911,252,-1.13%,-0.0002,0.0207,-0.332,-0.3555,0.90%,0.92%,5.13%,-1.32%,DUK
27959,20180912,252,-0.60%,-0.0002,0.0247,-0.3246,-0.3373,0.89%,0.92%,4.80%,-0.70%,DUK
27959,20180913,252,1.56%,-0.0001,0.0267,-0.3335,-0.3462,0.90%,0.92%,5.04%,1.25%,DUK
27959,20180914,252,-0.55%,-0.0002,0.0275,-0.3342,-0.3475,0.90%,0.92%,5.10%,-0.39%,DUK
27959,20180917,252,0.47%,-0.0001,0.0249,-0.3377,-0.3368,0.90%,0.92%,4.99%,0.63%,DUK
27959,20180918,252,-0.19%,-0.0001,0.0266,-0.3282,-0.3257,0.89%,0.92%,4.75%,-0.37%,DUK
27959,20180919,252,-2.23%,-0.0002,0.0238,-0.3141,-0.3742,0.90%,0.93%,5.10%,-2.05%,DUK
27959,20180920,252,0.66%,-0.0001,0.0281,-0.3068,-0.3675,0.90%,0.93%,4.92%,0.64%,DUK
27959,20180921,252,-0.99%,-0.0002,0.0296,-0.3005,-0.3735,0.91%,0.93%,4.91%,-1.01%,DUK
27959,20180924,252,-0.26%,-0.0002,0.033,-0.2912,-0.3585,0.90%,0.93%,4.66%,-0.59%,DUK
27959,20180925,252,-1.00%,-0.0003,0.0348,-0.3054,-0.3718,0.90%,0.93%,5.01%,-1.07%,DUK
27959,20180926,252,-0.91%,-0.0003,0.0407,-0.2918,-0.3536,0.91%,0.93%,4.65%,-1.25%,DUK
27959,20180927,252,1.09%,-0.0003,0.0443,-0.2819,-0.356,0.91%,0.93%,4.54%,0.80%,DUK
27959,20180928,252,1.37%,-0.0002,0.0436,-0.2733,-0.3589,0.91%,0.93%,4.44%,1.41%,DUK
27959,20181001,252,-0.59%,-0.0002,0.0452,-0.2513,-0.3627,0.91%,0.93%,4.31%,-0.91%,DUK
27959,20181002,252,1.09%,-0.0002,0.0393,-0.2805,-0.3599,0.91%,0.93%,4.46%,1.07%,DUK
27959,20181003,252,-1.53%,-0.0003,0.0366,-0.3002,-0.3759,0.91%,0.94%,4.95%,-1.13%,DUK
27959,20181004,252,0.95%,-0.0002,0.031,-0.3123,-0.3393,0.92%,0.94%,4.53%,1.25%,DUK
27959,20181005,252,1.83%,-0.0001,0.0237,-0.3235,-0.3273,0.92%,0.95%,4.39%,1.86%,DUK
27959,20181008,252,0.91%,-0.0001,0.0248,-0.3239,-0.2993,0.93%,0.95%,4.09%,1.18%,DUK
27959,20181009,252,0.13%,-0.0001,0.0249,-0.3237,-0.2985,0.93%,0.95%,4.08%,0.12%,DUK
27959,20181010,252,-0.45%,-0.0001,0.0208,-0.3264,-0.3088,0.92%,0.94%,4.33%,0.06%,DUK
27959,20181011,252,-2.32%,-0.0002,0.0534,-0.3247,-0.2609,0.94%,0.96%,4.10%,-2.43%,DUK
27959,20181012,252,0.01%,-0.0003,0.0524,-0.3081,-0.2311,0.94%,0.95%,3.81%,-0.81%,DUK
27959,20181015,252,0.18%,-0.0003,0.0521,-0.2985,-0.223,0.94%,0.95%,3.66%,0.60%,DUK
27959,20181016,252,1.01%,-0.0002,0.0601,-0.2904,-0.238,0.94%,0.96%,3.84%,0.76%,DUK
27959,20181017,252,-0.21%,-0.0003,0.0608,-0.2852,-0.237,0.94%,0.96%,3.77%,-0.35%,DUK
27959,20181018,252,0.61%,-0.0002,0.0555,-0.2889,-0.2333,0.94%,0.96%,3.68%,0.65%,DUK
27959,20181019,252,1.83%,-0.0002,0.053,-0.3145,-0.2226,0.94%,0.96%,3.89%,1.64%,DUK
27959,20181022,252,-0.13%,-0.0002,0.0537,-0.315,-0.2187,0.94%,0.96%,3.87%,-0.25%,DUK
27959,20181023,252,-0.41%,-0.0002,0.0547,-0.3161,-0.214,0.94%,0.96%,3.87%,-0.52%,DUK
27959,20181024,252,2.98%,-0.0001,-0.0003,-0.3613,-0.2107,0.96%,0.98%,3.85%,3.03%,DUK
27959,20181025,252,-1.31%,-0.0001,-0.0132,-0.3688,-0.2061,0.96%,0.98%,3.86%,-1.30%,DUK
27959,20181026,252,-2.09%,-0.0002,0.0011,-0.384,-0.2135,0.97%,0.99%,4.22%,-1.84%,DUK
27959,20181029,252,1.92%,-0.0001,-0.0008,-0.379,-0.1541,0.98%,1.00%,3.77%,2.14%,DUK
27959,20181030,252,0.44%,-0.0001,0.0045,-0.3753,-0.1504,0.98%,1.00%,3.69%,0.59%,DUK
27959,20181031,252,-1.43%,-0.0002,-0.003,-0.3593,-0.1283,0.98%,1.00%,3.29%,-1.82%,DUK
27959,20181101,252,-1.17%,-0.0002,-0.0076,-0.3827,-0.1214,0.98%,1.00%,3.70%,-0.85%,DUK
27959,20181102,252,1.14%,-0.0001,-0.0093,-0.3616,-0.108,0.99%,1.00%,3.33%,1.51%,DUK
27959,20181105,252,1.20%,-0.0001,-0.0047,-0.3724,-0.0894,0.99%,1.01%,3.52%,1.00%,DUK
27959,20181106,252,0.90%,0,-0.0016,-0.3708,-0.085,0.99%,1.01%,3.49%,0.84%,DUK
27959,20181107,252,0.44%,-0.0001,0.0047,-0.3446,-0.0727,0.99%,1.00%,3.00%,0.22%,DUK
27959,20181108,252,-0.44%,-0.0001,0.0051,-0.3434,-0.0755,0.99%,1.00%,2.97%,-0.51%,DUK
27959,20181109,252,1.48%,0,-0.0008,-0.3595,-0.0767,0.99%,1.01%,3.24%,1.22%,DUK
27959,20181112,252,0.40%,0,-0.0056,-0.3594,-0.0776,0.99%,1.01%,3.23%,0.46%,DUK
27959,20181113,252,0.50%,0,-0.006,-0.3556,-0.0768,0.99%,1.00%,3.17%,0.45%,DUK
27959,20181114,252,0.08%,-0.0001,-0.0045,-0.3528,-0.0764,0.98%,1.00%,3.14%,0.06%,DUK
27959,20181115,252,0.75%,0,-0.0015,-0.3488,-0.0773,0.99%,1.00%,3.08%,0.84%,DUK
27959,20181116,252,0.63%,0,0.0001,-0.3451,-0.078,0.99%,1.00%,3.00%,0.62%,DUK
27959,20181119,252,1.11%,0.0001,-0.0033,-0.3398,-0.0446,0.99%,1.00%,2.92%,1.06%,DUK
27959,20181120,252,1.00%,0.0001,-0.0145,-0.3459,-0.0582,0.99%,1.00%,2.94%,1.01%,DUK
27959,20181121,252,-2.34%,0,-0.0211,-0.3786,-0.0607,1.00%,1.01%,3.50%,-2.01%,DUK
27959,20181123,252,0.35%,0.0001,-0.0231,-0.3728,-0.0641,1.00%,1.02%,3.41%,0.59%,DUK
27959,20181126,252,0.27%,0.0001,-0.0229,-0.3729,-0.0634,1.00%,1.02%,3.43%,0.03%,DUK
27959,20181127,252,0.98%,0.0001,-0.023,-0.382,-0.0637,1.00%,1.02%,3.64%,0.59%,DUK
27959,20181128,252,-0.26%,0.0001,-0.027,-0.3867,-0.0688,1.00%,1.02%,3.70%,-0.13%,DUK
27959,20181129,252,0.00%,0.0001,-0.0274,-0.3875,-0.0715,1.00%,1.02%,3.71%,-0.07%,DUK
27959,20181130,252,1.11%,0.0001,-0.0254,-0.394,-0.0779,1.00%,1.02%,3.78%,0.96%,DUK
27959,20181203,252,1.19%,0.0002,-0.0222,-0.4001,-0.0849,1.00%,1.02%,3.87%,1.12%,DUK
27959,20181204,252,0.48%,0.0002,-0.0215,-0.3997,-0.0813,1.00%,1.02%,3.94%,0.00%,DUK
27959,20181206,252,-0.24%,0.0002,-0.0233,-0.4066,-0.0824,1.00%,1.02%,4.08%,-0.30%,DUK
27959,20181207,252,0.18%,0.0002,-0.0249,-0.403,-0.0766,1.00%,1.02%,4.01%,0.31%,DUK
27959,20181210,252,0.58%,0.0002,-0.0257,-0.4051,-0.0852,1.00%,1.02%,4.04%,0.37%,DUK
27959,20181211,252,0.31%,0.0002,-0.026,-0.4059,-0.0865,1.00%,1.02%,4.04%,0.24%,DUK
27959,20181212,252,-1.31%,0.0002,-0.0296,-0.4147,-0.0882,1.00%,1.02%,4.21%,-1.09%,DUK
27959,20181213,252,1.45%,0.0003,-0.0298,-0.442,-0.0857,1.00%,1.02%,4.97%,0.80%,DUK
27959,20181214,252,-0.17%,0.0002,-0.0271,-0.4471,-0.0799,1.00%,1.02%,5.08%,-0.22%,DUK
27959,20181217,252,-2.93%,0.0001,-0.0077,-0.4461,-0.1092,1.02%,1.04%,4.82%,-3.05%,DUK
27959,20181218,252,-0.49%,0.0001,-0.01,-0.4521,-0.1088,1.02%,1.04%,4.90%,-0.57%,DUK
27959,20181219,252,-0.49%,0.0001,0.0012,-0.4283,-0.0927,1.01%,1.04%,4.45%,-0.79%,DUK
27959,20181220,252,1.04%,0.0002,-0.0076,-0.4431,-0.0955,1.01%,1.03%,4.76%,1.00%,DUK
27959,20181221,252,-0.53%,0.0002,-0.0016,-0.4351,-0.0967,1.01%,1.03%,4.61%,-0.73%,DUK
27959,20181224,252,-4.29%,0.0001,0.0409,-0.4757,-0.063,1.04%,1.07%,5.62%,-3.92%,DUK
27959,20181226,252,1.60%,0.0001,0.0628,-0.4764,-0.0639,1.04%,1.07%,5.93%,1.29%,DUK
27959,20181227,252,0.83%,0.0002,0.0638,-0.4777,-0.0642,1.04%,1.07%,6.01%,0.45%,DUK
27959,20181228,252,0.19%,0.0002,0.0648,-0.4697,-0.059,1.04%,1.07%,5.90%,0.56%,DUK
27959,20181231,252,0.21%,0.0002,0.0649,-0.4699,-0.0593,1.04%,1.07%,5.91%,0.07%,DUK
27959,20190102,252,-1.85%,0.0001,0.0574,-0.4922,-0.0901,1.04%,1.08%,6.25%,-1.55%,DUK
27959,20190103,252,-0.04%,0.0002,0.0585,-0.4833,-0.0837,1.04%,1.08%,6.15%,0.41%,DUK
27959,20190104,252,0.83%,0.0002,0.0681,-0.4813,-0.0834,1.04%,1.08%,6.25%,0.76%,DUK
27959,20190107,252,-0.42%,0.0003,0.0699,-0.4848,-0.0791,1.04%,1.08%,6.41%,-0.10%,DUK
27959,20190108,252,1.26%,0.0003,0.0747,-0.4801,-0.0855,1.04%,1.08%,6.36%,1.39%,DUK
27959,20190109,252,-1.48%,0.0003,0.0707,-0.4902,-0.0925,1.05%,1.08%,6.48%,-1.30%,DUK
27959,20190110,252,0.54%,0.0004,0.0713,-0.4975,-0.0959,1.04%,1.08%,6.69%,0.47%,DUK
27959,20190111,252,-0.77%,0.0004,0.073,-0.4944,-0.086,1.04%,1.08%,6.67%,-0.70%,DUK
27959,20190114,252,-1.12%,0.0003,0.0761,-0.4766,-0.0913,1.04%,1.08%,6.24%,-1.30%,DUK
27959,20190115,252,1.77%,0.0004,0.0807,-0.4827,-0.102,1.05%,1.08%,6.44%,1.60%,DUK
27959,20190116,252,0.15%,0.0005,0.0783,-0.4999,-0.1058,1.05%,1.08%,6.72%,0.23%,DUK
27959,20190117,252,0.43%,0.0005,0.0797,-0.4994,-0.1056,1.05%,1.08%,6.73%,0.39%,DUK
27959,20190118,252,-0.05%,0.0006,0.0749,-0.5132,-0.1166,1.04%,1.08%,7.01%,-0.32%,DUK
27959,20190122,252,0.01%,0.0006,0.0765,-0.508,-0.1147,1.04%,1.08%,6.87%,-0.05%,DUK
27959,20190123,252,0.61%,0.0006,0.0767,-0.5106,-0.1158,1.04%,1.08%,6.93%,0.37%,DUK
27959,20190124,252,0.66%,0.0006,0.0777,-0.5061,-0.1106,1.04%,1.08%,6.86%,0.85%,DUK
27959,20190125,252,-0.98%,0.0006,0.075,-0.5231,-0.1084,1.04%,1.08%,7.15%,-0.87%,DUK
27959,20190128,252,-0.23%,0.0005,0.0769,-0.5246,-0.0991,1.03%,1.07%,7.32%,-0.20%,DUK
27959,20190129,252,-0.02%,0.0005,0.0782,-0.5317,-0.1035,1.03%,1.07%,7.45%,0.00%,DUK
27959,20190130,252,0.49%,0.0006,0.073,-0.5361,-0.1141,1.02%,1.06%,7.58%,0.20%,DUK
27959,20190131,252,2.01%,0.0006,0.0765,-0.5397,-0.131,1.03%,1.07%,7.70%,1.88%,DUK
27959,20190201,252,0.00%,0.0006,0.0767,-0.5325,-0.1302,1.03%,1.07%,7.50%,-0.04%,DUK
27959,20190204,252,0.05%,0.0007,0.0811,-0.523,-0.1122,1.02%,1.06%,7.46%,0.18%,DUK
27959,20190205,252,0.77%,0.0007,0.0783,-0.526,-0.119,1.02%,1.06%,7.47%,0.62%,DUK
27959,20190206,252,-0.05%,0.0007,0.072,-0.5239,-0.1252,1.02%,1.06%,7.18%,-0.04%,DUK
27959,20190207,252,1.15%,0.0009,0.082,-0.5419,-0.1212,1.01%,1.05%,7.82%,1.19%,DUK
27959,20190208,252,0.92%,0.0009,0.0806,-0.5449,-0.1286,1.01%,1.06%,7.83%,0.84%,DUK
27959,20190211,252,-0.14%,0.0009,0.0891,-0.5513,-0.1273,1.01%,1.06%,7.97%,0.22%,DUK
27959,20190212,252,0.07%,0.0008,0.0773,-0.5362,-0.1353,1.01%,1.05%,7.47%,-0.08%,DUK
27959,20190213,252,-0.71%,0.0007,0.0739,-0.5341,-0.137,1.01%,1.05%,7.31%,-0.69%,DUK
27959,20190214,252,-0.94%,0.0007,0.0757,-0.5386,-0.1318,1.01%,1.05%,7.42%,-0.74%,DUK
27959,20190215,252,-0.35%,0.0008,0.091,-0.5251,-0.1075,1.00%,1.04%,7.47%,-0.25%,DUK
27959,20190219,252,0.49%,0.0007,0.0867,-0.5138,-0.0937,0.99%,1.03%,7.17%,0.64%,DUK
27959,20190220,252,1.03%,0.0008,0.0892,-0.5112,-0.0862,0.99%,1.03%,7.13%,1.19%,DUK
27959,20190221,252,0.83%,0.0008,0.0818,-0.5246,-0.0994,0.99%,1.03%,7.36%,0.80%,DUK
27959,20190222,252,0.36%,0.0009,0.0812,-0.5222,-0.1042,0.99%,1.03%,7.23%,0.44%,DUK
